集团域外企业物资采购情况统计表																
单位名称：平煤神马塔能伊斯法拉公司							月份：1月			填报时间：						
序号	月份	计划情况（元）				采购情况（元）										
		物资名称	规格型号	计划价格	计划数量	单位	采购单价（塔币索莫尼）	采购方式	付款方式	采购数量	采购金额（塔币索莫尼）	库存数量	单价（人民币元）	金额（人民币元）	单位	工程名称
27	1月	吸顶灯	个	35	3	个	35.00 		现金	3.00 	 105.00 		23.48 	70.43 	开掘	回风斜井
28	1月	手套手电据	台	27	1	台	27.00 		现金	1.00 	 27.00 		18.11 	18.11 	开掘	回风斜井
29	1月	接线盒	个	5	5	个	5.00 		现金	5.00 	 25.00 		3.35 	16.77 	开掘	回风斜井
30	1月	10芯网线	米	4	300	米	4.00 		现金	300.00 	1 200.00 		2.68 	804.94 	开掘	回风斜井
31	1月	8芯网线	米	2.5	600	米	2.50 		现金	600.00 	1 500.00 		1.68 	1006.17 	开掘	回风斜井
32	1月	尼龙绳	公斤	40	30	公斤	40.00 		现金	30.00 	1 200.00 		26.83 	804.94 	开掘	回风斜井
33	1月	手钢锯	个	25	3	个	25.00 		现金	3.00 	 75.00 		16.77 	50.31 	开掘	回风斜井
34	1月	钢锯条	根	2	50	根	2.00 		现金	50.00 	 100.00 		1.34 	67.08 	开掘	回风斜井
35	1月	手套	双	4.2	50	双	4.20 		现金	50.00 	 210.00 		2.82 	140.86 	开掘	回风斜井
36	1月	铁锹	个	15	40	个	15.00 		现金	40.00 	 600.00 		10.06 	402.47 	开掘	回风斜井
37	1月	尼龙扎带	包	16	20	包	16.00 		现金	20.00 	 320.00 		10.73 	214.65 	开掘	回风斜井
38	1月	斧头	个	45	10	个	45.00 		现金	10.00 	 450.00 		30.19 	301.85 	开掘	回风斜井
39	1月	木工手据	把	35	5	把	35.00 		现金	5.00 	 175.00 		23.48 	117.39 	开掘	回风斜井
40	1月	7米钢卷尺	把	28	12	把	28.00 		现金	12.00 	 336.00 		18.78 	225.38 	开掘	回风斜井
41	1月	羊角锤	个	90	5	个	90.00 		现金	5.00 	 450.00 		60.37 	301.85 	开掘	回风斜井
42	1月	小螺丝刀	个	10	2	个	10.00 		现金	2.00 	 20.00 		6.71 	13.42 	开掘	回风斜井
43	1月	大螺丝刀	个	20	9	个	20.00 		现金	9.00 	 180.00 		13.42 	120.74 	开掘	回风斜井
44	1月	老虎钳子	个	40	3	个	40.00 		现金	3.00 	 120.00 		26.83 	80.49 	开掘	回风斜井
45	1月	老虎钳子	个	25	3	个	25.00 		现金	3.00 	 75.00 		16.77 	50.31 	开掘	回风斜井
46	1月	电镐	台	1400	4	台	1400.00 		现金	4.00 	5 600.00 		939.09 	3756.37 	开掘	回风斜井
47	1月	皮尺	把	40	2	把	40.00 		现金	2.00 	 80.00 		26.83 	53.66 	开掘	回风斜井
48	1月	刚剪子	把	120	1	把	120.00 		现金	1.00 	 120.00 		80.49 	80.49 	开掘	回风斜井
49	1月	矿灯	台	60	25	台	60.00 		现金	25.00 	1 500.00 		40.25 	1006.17 	开掘	回风斜井
50	1月	安全帽	顶	100	21	顶	100.00 		现金	21.00 	2 100.00 		67.08 	1408.64 	开掘	回风斜井
51	1月	钉子	公斤	50	5	公斤	50.00 		现金	5.00 	 250.00 		33.54 	167.70 	开掘	回风斜井
52	1月	扳手	把	50	7	把	50.00 		现金	7.00 	 350.00 		33.54 	234.77 	开掘	回风斜井
53	1月	大锤	把	220	2	把	220.00 		现金	2.00 	 440.00 		147.57 	295.14 	开掘	回风斜井
54	1月	羊角锤	把	40	1	把	40.00 		现金	1.00 	 40.00 		26.83 	26.83 	开掘	回风斜井
55	1月	手镐	把	130	5	把	130.00 		现金	5.00 	 650.00 		87.20 	436.01 	开掘	回风斜井
56	1月	汽油	升	300	1	升	300.00 		现金	1.00 	 300.00 		201.23 	201.23 	开掘	回风斜井
57	1月	劳保水壶	个	40	40	个	40.00 		现金	40.00 	1 600.00 		26.83 	1073.25 	开掘	回风斜井
58	1月	安全帽	顶	40	7	顶	40.00 		现金	7.00 	 280.00 		26.83 	187.82 	开掘	回风斜井
59	1月	电焊机	台	3200	1	台	3200.00 		现金	1.00 	3 200.00 		2146.50 	2146.50 	开掘	回风斜井
60	1月	橡套电缆	米	36.8	1250	米	36.80 		现金	1250.00 	46 000.00 		24.68 	30855.92 	开掘	回风斜井
61	1月	焊把线	米	25	150	米	25.00 		现金	150.00 	3 750.00 		16.77 	2515.43 	开掘	回风斜井
62	1月	焊把钳	把	25	3	把	25.00 		现金	3.00 	 75.00 		16.77 	50.31 	开掘	回风斜井
63	1月	面罩	个	35	3	个	35.00 		现金	3.00 	 105.00 		23.48 	70.43 	开掘	回风斜井
64	1月	棕绳	公斤	25	60	公斤	25.00 		现金	60.00 	1 500.00 		16.77 	1006.17 	开掘	回风斜井
65	1月	电焊条	公斤	300	4	公斤	300.00 		现金	4.00 	1 200.00 		201.23 	804.94 	开掘	回风斜井
66	1月	氧气带	根	9	50	根	9.00 		现金	50.00 	 450.00 		6.04 	301.85 	开掘	回风斜井
67	1月	氧气表	个	180	2	个	180.00 		现金	2.00 	 360.00 		120.74 	241.48 	开掘	回风斜井
68	1月	瓦斯减压阀	个	45	1	个	95.00 		现金	1.00 	 95.00 		63.72 	63.72 	开掘	回风斜井
69	1月	射吸式割炬	把	280	2	把	280.00 		现金	2.00 	 560.00 		187.82 	375.64 	开掘	回风斜井
70	1月	丙烷割嘴	个	25	10	个	25.00 		现金	10.00 	 250.00 		16.77 	167.70 	开掘	回风斜井
71	1月	护目镜	个	8	10	个	8.00 		现金	10.00 	 80.00 		5.37 	53.66 	开掘	回风斜井
72	1月	卡箍	个	1	10	个	1.00 		现金	10.00 	 10.00 		0.67 	6.71 	开掘	回风斜井
73	1月	瓦斯瓶	个	450	2	个	450.00 		现金	2.00 	 900.00 		301.85 	603.70 	开掘	回风斜井
74	1月	卷尺	把	15	10	把	15.00 		现金	10.00 	 150.00 		10.06 	100.62 	开掘	回风斜井
75	1月	蛇皮管	米	8	300	米	8.00 		现金	300.00 	2 400.00 		5.37 	1609.87 	开掘	回风斜井
76	1月	花雨布	卷	630	1	卷	630.00 		现金	1.00 	 630.00 		422.59 	422.59 	开掘	回风斜井
77	1月	泥抹	个	25	20	个	25.00 		现金	20.00 	 500.00 		16.77 	335.39 	开掘	回风斜井
78	1月	小桶	个	10.5	20	个	10.50 		现金	20.00 	 210.00 		7.04 	140.86 	开掘	回风斜井
79	1月	工具包	个	40	20	个	40.00 		现金	20.00 	 800.00 		26.83 	536.62 	开掘	回风斜井
80	1月	安全帽	顶	85	15	顶	85.00 		现金	15.00 	1 275.00 		57.02 	855.25 	开掘	回风斜井
81	1月	胶鞋	双	95	10	双	95.00 		现金	10.00 	 950.00 		63.72 	637.24 	开掘	回风斜井
82	1月	开关	个	200	3	个	200.00 		现金	3.00 	 600.00 		134.16 	402.47 	开掘	回风斜井
83	1月	电线2*16	米	6	500	米	6.00 		现金	500.00 	3 000.00 		4.02 	2012.34 	开掘	回风斜井
84	1月	灭火器	台	160	20	台	160.00 		现金	20.00 	3 200.00 		107.32 	2146.50 	开掘	回风斜井
85	1月	电线2*10	米	4	200	米	4.00 		现金	200.00 	 800.00 		2.68 	536.62 	开掘	回风斜井
86	1月	管钳	把	200	5	把	200.00 		现金	5.00 	1 000.00 		134.16 	670.78 	开掘	回风斜井
87	1月	铁丝	公斤	12.5	100	公斤	12.50 		现金	100.00 	1 250.00 		8.38 	838.48 	开掘	回风斜井
88	1月	爪钉	个	3	500	个	3.00 		现金	500.00 	1 500.00 		2.01 	1006.17 	开掘	回风斜井
89	1月	铁钉	公斤	10	20	公斤	15.00 		现金	20.00 	 300.00 		10.06 	201.23 	开掘	回风斜井
90	1月	铁钉	公斤	10.00 	50	公斤	15.00 		现金	50.00 	 750.00 		10.06 	503.09 	开掘	回风斜井
91	1月	矿灯	个	85.00 	20	个	85.00 		现金	20.00 	1 700.00 		57.02 	1140.33 	开掘	回风斜井
92	1月	编织袋	个	1.50 	300	个	1.50 		现金	300.00 	 450.00 		1.01 	301.85 	开掘	回风斜井
93	1月	三芯电缆	米	98.00 	80.00 	米	100.00 		现金	80.00 	8 000.00 		67.08 	5366.25 	开掘	回风斜井
94	1月	运费	趟	600.00 	1.00 	趟	600.00 		现金	1.00 	 600.00 		402.47 	402.47 	开掘	回风斜井
95	1月	钢锯	个	45.00 	2.00 	个	50.00 		现金	2.00 	 100.00 		33.54 	67.08 	开掘	回风斜井
96	1月	钢锯条	合	40.00 	1.00 	合	40.00 		现金	1.00 	 40.00 		26.83 	26.83 	开掘	回风斜井
97	1月	18寸活口机	把	200.00 	2.00 	把	200.00 		现金	2.00 	 400.00 		134.16 	268.31 	开掘	回风斜井
98	1月	安全帽	顶	80.00 	4.00 	顶	80.00 		现金	4.00 	 320.00 		53.66 	214.65 	开掘	回风斜井
99	1月	生胶带	盘	3.00 	15.00 	盘	3.00 		现金	15.00 	 45.00 		2.01 	30.19 	开掘	回风斜井
100	1月	铜鼻	个	7.00 	30.00 	个	7.00 		现金	30.00 	 210.00 		4.70 	140.86 	开掘	回风斜井
101	1月	大管钳	把	330.00 	1.00 	把	330.00 		现金	1.00 	 330.00 		221.36 	221.36 	开掘	回风斜井
102	1月	小管钳	把	180.00 	1.00 	把	180.00 		现金	1.00 	 180.00 		120.74 	120.74 	开掘	回风斜井
103	1月	油据	台	450.00 	2.00 	台	450.00 		现金	2.00 	 900.00 		301.85 	603.70 	开掘	回风斜井
104	1月	套板	个	100.00 	3.00 	个	100.00 		现金	3.00 	 300.00 		67.08 	201.23 	开掘	回风斜井
105	1月	大锤	个	70.00 	2.00 	个	70.00 		现金	2.00 	 140.00 		46.95 	93.91 	开掘	回风斜井
106	1月	3吨吊链	台	720.00 	1.00 	台	720.00 		现金	1.00 	 720.00 		482.96 	482.96 	开掘	回风斜井
107	1月	粗尼龙绳	米	15.00 	80.00 	米	15.00 		现金	80.00 	1 200.00 		10.06 	804.94 	开掘	回风斜井
108	1月	压线钳	套	500.00 	1.00 	套	500.00 		现金	1.00 	 500.00 		335.39 	335.39 	开掘	回风斜井
109	1月	梅花扳手	把	90.00 	5.00 	把	90.00 		现金	5.00 	 450.00 		60.37 	301.85 	开掘	回风斜井
110	1月	板材6米*宽	根	175.00 	50.00 	根	175.00 		现金	50.00 	8 750.00 		117.39 	5869.33 	开掘	回风斜井
111	1月	板材6米*宽	根	73.00 	100.00 	根	73.00 		现金	100.00 	7 300.00 		48.97 	4896.70 	开掘	回风斜井
112	1月	胶鞋	趟	40.00 	6.00 	趟	40.00 		现金	6.00 	 240.00 		26.83 	160.99 	开掘	回风斜井
113	1月	钳子	双	17.00 	6.00 	双	17.00 		现金	6.00 	 102.00 		11.40 	68.42 	开掘	回风斜井
114	1月	锤子	把	55.00 	5.00 	把	120.21 		现金	1.00 	 120.21 		80.63 	80.63 	开掘	回风斜井
115	1月	大羊角锤	把	68.00 	1.00 	把	68.00 		现金	1.00 	 68.00 		45.61 	45.61 	开掘	回风斜井
116	1月	胶布	个	5.00 	5.00 	个	5.00 		现金	5.00 	 25.00 		3.35 	16.77 	开掘	回风斜井
117	1月	十字刀	把	13.00 	2.00 	把	13.00 		现金	2.00 	 26.00 		8.72 	17.44 	开掘	回风斜井
118	1月	铁钉	kg	15.50 	20.00 	kg	15.50 		现金	20.00 	 310.00 		10.40 	207.94 	开掘	回风斜井
119	1月	购餐具	套	70.00 	1.00 	套	70.00 		现金	1.00 	 70.00 		46.95 	46.95 	开掘	回风斜井
120	1月	插座	个	20.00 	20.00 	个	20.00 		现金	20.00 	 400.00 		13.42 	268.31 	开掘	回风斜井
121	1月	线卡	个	5.00 	5.00 	个	5.00 		现金	5.00 	 25.00 		3.35 	16.77 	开掘	回风斜井
122	1月	接线盒	个	8.00 	8.00 	个	8.00 		现金	8.00 	 64.00 		5.37 	42.93 	开掘	回风斜井
123	1月	拖把	个	80.00 	4.00 	个	80.00 		现金	4.00 	 320.00 		53.66 	214.65 	开掘	回风斜井
124	1月	拖把	个	120.00 	1.00 	个	120.00 		现金	1.00 	 120.00 		80.49 	80.49 	开掘	回风斜井
125	1月	大垃圾桶	个	90.00 	2.00 	个	90.00 		现金	2.00 	 180.00 		60.37 	120.74 	开掘	回风斜井
126	1月	大垃圾桶	个	120.00 	2.00 	个	120.00 		现金	2.00 	 240.00 		80.49 	160.99 	开掘	回风斜井
127	1月	小太阳	台	160.00 	5.00 	台	160.00 		现金	5.00 	 800.00 		107.32 	536.62 	开掘	回风斜井
128	1月	工作服	套	60.00 	5.00 	套	60.00 		现金	5.00 	 300.00 		40.25 	201.23 	开掘	回风斜井
129	1月	大饭桶	个	700.00 	2.00 	个	700.00 		现金	2.00 	1 400.00 		469.55 	939.09 	开掘	回风斜井
130	1月	电笔	支	20.00 	5.00 	支	20.00 		现金	5.00 	 100.00 		13.42 	67.08 	开掘	回风斜井
131	1月	扳手	把	60.00 	5.00 	把	60.00 		现金	5.00 	 300.00 		40.25 	201.23 	开掘	回风斜井
132	1月	平口螺丝刀	把	20.00 	3.00 	把	20.00 		现金	3.00 	 60.00 		13.42 	40.25 	开掘	回风斜井
133	1月	十字螺丝刀	把	20.00 	3.00 	把	20.00 		现金	3.00 	 60.00 		13.42 	40.25 	开掘	回风斜井
134	1月	钳子	把	60.00 	3.00 	把	60.00 		现金	3.00 	 180.00 		40.25 	120.74 	开掘	回风斜井
135	1月	尖嘴钳子	把	35.00 	3.00 	把	35.00 		现金	3.00 	 105.00 		23.48 	70.43 	开掘	回风斜井
136	1月	锤子	把	35.00 	2.00 	把	35.00 		现金	2.00 	 70.00 		23.48 	46.95 	开掘	回风斜井
137	1月	锤子	把	45.00 	1.00 	把	45.00 		现金	1.00 	 45.00 		30.19 	30.19 	开掘	回风斜井
138	1月	水桶	个	45.00 	5.00 	个	45.00 		现金	5.00 	 225.00 		30.19 	150.93 	开掘	回风斜井
139	1月	木板	块	613.54	50	块	613.54 		现金	50.00 	30 677.00 		411.55 	20577.54 	开掘	回风斜井
140	1月	木板	块	500	50	块	500.00 		现金	50.00 	25 000.00 		335.39 	16769.52 	开掘	回风斜井
141	1月	焊条3.2	包	350.00 	2.00 	包	300.00 		现金	2.00 	 600.00 		201.23 	402.47 	开掘	回风斜井
142	1月	焊条4.0	包	320.00 	2.00 	包	320.00 		现金	2.00 	 640.00 		214.65 	429.30 	开掘	回风斜井
143	1月	40截止阀	个	160.00 	3.00 	个	160.00 		现金	3.00 	 480.00 		107.32 	321.97 	开掘	回风斜井
144	1月	15阀	个	30.00 	5.00 	个	30.00 		现金	5.00 	 150.00 		20.12 	100.62 	开掘	回风斜井
145	1月	20阀	个	45.00 	5.00 	个	40.00 		现金	5.00 	 200.00 		26.83 	134.16 	开掘	回风斜井
146	1月	胶带	个	5.00 	10.00 	个	5.00 		现金	10.00 	 50.00 		3.35 	33.54 	开掘	回风斜井
147	1月	40阀	个	30.00 	6.00 	个	30.00 		现金	6.00 	 180.00 		20.12 	120.74 	开掘	回风斜井
148	1月	继电器	个	35.00 	15.00 	个	35.00 		现金	15.00 	 525.00 		23.48 	352.16 	开掘	回风斜井
149	1月	镀锌管	个	75.00 	24.00 	个	75.00 		现金	24.00 	1 800.00 		50.31 	1207.41 	开掘	回风斜井
150	1月	镀锌弯头	个	50.00 	5.00 	个	50.00 		现金	5.00 	 250.00 		33.54 	167.70 	开掘	回风斜井
151	1月	镀锌接头15	个	25.00 	6.00 	个	25.00 		现金	6.00 	 150.00 		16.77 	100.62 	开掘	回风斜井
152	1月	镀锌接头40	个	55.00 	10.00 	个	55.00 		现金	10.00 	 550.00 		36.89 	368.93 	开掘	回风斜井
153	1月	法兰盘	个	25.00 	3.00 	个	25.00 		现金	3.00 	 75.00 		16.77 	50.31 	开掘	回风斜井
154	1月	横幅	个	730.00 	2.00 	个	730.00 		现金	2.00 	1 460.00 		489.67 	979.34 	开掘	回风斜井
155	1月	涂料	桶	85.00 	5.00 	桶	85.00 		现金	5.00 	 425.00 		57.02 	285.08 	开掘	回风斜井
156	1月	滚桶	个	15.00 	5.00 	个	15.00 		现金	5.00 	 75.00 		10.06 	50.31 	开掘	回风斜井
157	1月	十字螺丝刀	把	30.00 	5.00 	把	30.00 		现金	5.00 	 150.00 		20.12 	100.62 	开掘	回风斜井
158	1月	螺丝刀	把	40.00 	5.00 	把	40.00 		现金	5.00 	 200.00 		26.83 	134.16 	开掘	回风斜井
159	1月	大钳子	把	40.00 	5.00 	把	40.00 		现金	5.00 	 200.00 		26.83 	134.16 	开掘	回风斜井
160	1月	10存活口板子	把	50.00 	2.00 	把	50.00 		现金	2.00 	 100.00 		33.54 	67.08 	开掘	回风斜井
161	1月	螺丝	那	1.00 	5.00 	那	1.00 		现金	5.00 	 5.00 		0.67 	3.35 	开掘	回风斜井
162	1月	管道增压泵	台	1200.00 	1.00 	台	1200.00 		现金	1.00 	1 200.00 		804.94 	804.94 	开掘	回风斜井
163	1月	尼莫	把	35.00 	3.00 	把	35.00 		现金	3.00 	 105.00 		23.48 	70.43 	开掘	回风斜井
164	1月	锁	把	20.00 	5.00 	把	20.00 		现金	5.00 	 100.00 		13.42 	67.08 	开掘	回风斜井
165	1月	插排	个	40.00 	5.00 	个	40.00 		现金	5.00 	 200.00 		26.83 	134.16 	开掘	回风斜井
166	1月	水壶	个	45.00 	1.00 	个	45.00 		现金	1.00 	 45.00 		30.19 	30.19 	开掘	回风斜井
167	1月	计算器	个	88.00 	1.00 	个	88.00 		现金	1.00 	 88.00 		59.03 	59.03 	开掘	回风斜井
168	1月	电池	节	5.00 	3.00 	节	5.00 		现金	3.00 	 15.00 		3.35 	10.06 	开掘	回风斜井
169	1月	扫把	把	30.00 	1.00 	把	30.00 		现金	1.00 	 30.00 		20.12 	20.12 	开掘	回风斜井
170	1月	小垃圾筒	个	130.00 	1.00 	个	130.00 		现金	1.00 	 130.00 		87.20 	87.20 	开掘	回风斜井
171	1月	球阀	个	50.00 	1.00 	个	50.00 		现金	1.00 	 50.00 		33.54 	33.54 	开掘	回风斜井
172	1月	白喷油漆	桶	10.00 	2.00 	桶	10.00 		现金	2.00 	 20.00 		6.71 	13.42 	开掘	回风斜井
173	1月	小太阳	个	144.00 	1.00 	个	144.40 		现金	1.00 	 144.40 		96.86 	96.86 	开掘	回风斜井
174	1月	电缆线	米	83.44	1000	米	83.443		现金	1000	83 443.00 		55.97 	55971.96 	开掘	回风斜井
175	1月	桌椅	套	627	10	套	627.00 		现金	10.00 	6 270.00 		420.58 	4205.80 	开掘	回风斜井
176	1月	床	张	1368	50	张	1368.00 		现金	50.00 	68 400.00 		917.63 	45881.41 	开掘	回风斜井
177	1月	家具（床	张	1111.48	50	张	1111.48		现金	50.00 	55 574.00 		745.56 	37277.97 	开掘	回风斜井
178	1月	吸顶灯	个	117	1	个	117		现金	1	 117.00 		78.48 	78.48 	开掘	回风斜井
179	1月	接线盒	个	4	20	个	4		现金	20	 80.00 		2.68 	53.66 	开掘	回风斜井
180	1月	空气开关	个	30	10	个	30		现金	10	 300.00 		20.12 	201.23 	开掘	回风斜井
181	1月	背板	条	10	1	条	10		现金	1	 10.00 		6.71 	6.71 	开掘	回风斜井
182	1月	开水煲	台	190	1	台	190		现金	1	 190.00 		127.45 	127.45 	开掘	回风斜井
183	1月	灭火器	个	117	1	个	117		现金	1	 117.00 		78.48 	78.48 	开掘	回风斜井
184	1月	工具包	个	80	3	个	80		现金	3	 240.00 		53.66 	160.99 	开掘	回风斜井
185	1月	油锯	台	400	2	台	400		现金	2	 800.00 		268.31 	536.62 	开掘	回风斜井
			合计											309 505.40 		
填报人：            联系电话：                        审核人：                       分管领导：																
